id|course_id|grade
50|6|9
50|6|9.5
50|6|9.75
50|1|8.5
50|1|8.75
50|1|6.5
50|1|8.25
50|1|6.75
50|2|10.75
50|2|6.25
50|2|5.75
50|2|9.5
50|2|8.25
125|8|5
125|8|8.75
125|8|8.5
125|8|4.75
125|8|8
125|8|12.75
125|8|6.25
125|8|8.75
125|4|6.25
125|4|11
125|4|10.25
125|3|2
125|3|6.5
125|3|12
125|3|6
125|3|7
125|3|10.5
125|7|6.5
125|7|8.5
125|7|15
125|7|10
125|7|8
125|7|8.5
125|7|9.5
125|9|8.9
125|9|11.2
125|9|15.5
125|9|12.5
125|9|12.1
125|5|18.25
125|5|15
125|5|11.75
125|5|11.5
125|5|14.75
125|5|12.75
125|5|14.25
125|5|16
125|5|15.75
125|5|13.5
125|10|15.3
125|10|15.5
125|10|16.2
125|10|19.4
125|10|17.5
125|10|12.6
125|10|9.1
125|10|14.8
125|10|13.5
125|10|12.2
125|6|9.25
125|6|16.5
125|6|9.75
125|6|7.25
125|6|10.5
125|6|6
125|6|12.75
125|6|11.75
125|6|9.25
125|1|7
125|1|6.75
125|1|4
125|1|6
125|1|11
125|2|14.25
125|2|5.75
125|2|_
125|2|7.25
125|2|7.25
140|8|11.75
140|8|5.75
140|8|11.25
140|8|12.5
140|8|9.5
140|8|4.75
140|8|9.75
140|8|6.5
140|8|7.25
140|4|9.5
140|4|6
140|4|10.25
140|4|8.25
140|3|5
140|3|18
140|3|10.5
140|3|5.5
140|3|16
140|3|15.5
140|7|11
140|7|12.5
140|7|3
140|7|9.5
140|7|8.5
140|7|7.5
140|7|8
140|7|12.5
140|9|15.3
140|9|9.7
140|9|11
140|9|12.7
140|9|13.3
140|5|16.5
140|5|9.75
140|5|12.25
140|5|17
140|5|14.25
140|5|8
140|5|15.25
140|5|9.25
140|5|12.75
140|5|11.5
140|10|12.5
140|10|16
140|10|17.6
140|10|18.4
140|10|20
140|10|12.4
140|10|12
140|10|10.7
140|10|7.6
140|10|11.3
140|6|12
140|6|18
140|6|11
140|6|10
140|6|13
140|6|6.5
140|6|10.5
140|6|3.75
140|6|7.5
140|6|11.25
140|1|10.75
140|1|7.25
140|1|6.5
140|1|9.5
140|1|9.75
140|2|13.5
140|2|9.25
140|2|5.25
140|2|6.5
140|2|12
152|8|7.75
152|8|7.75
152|8|13
152|8|12.25
152|8|12.25
152|8|10.5
152|8|9.75
152|8|10.25
152|8|9.75
152|4|12
152|4|9.25
152|4|8
152|4|6.25
152|3|11
152|3|7
152|3|8.5
152|3|15.5
152|3|11
152|3|9.5
152|7|9
152|7|4
152|7|7.5
152|7|7
152|7|4.5
152|7|6.5
152|7|5
152|7|5.5
152|9|13
152|9|15.4
152|9|8.5
152|9|14.9
152|9|13.6
152|5|12.75
152|5|12.75
152|5|16.5
152|5|16
152|5|17.75
152|5|11.75
152|5|9.75
152|5|10.25
152|5|17.75
152|5|11.5
152|10|13.5
152|10|20
152|10|17.9
152|10|19.4
152|10|14.6
152|10|12.1
152|10|14.4
152|10|14.4
152|10|15.8
152|10|16.6
152|6|9.5
152|6|11.5
152|6|9
152|6|9.25
152|6|12.25
152|6|11
152|6|7.5
152|6|13
152|6|12.75
152|6|11.25
152|1|7.5
152|1|8
152|1|6.25
152|1|9.5
152|1|8.75
152|2|10.5
152|2|3
152|2|11.5
152|2|9
152|2|3.75
161|8|9.5
161|8|11.25
161|8|10.25
161|8|9.75
161|8|12
161|8|9.5
161|8|10.5
161|8|13.5
161|8|6.5
161|4|10.5
161|4|8.25
161|4|9.25
161|4|9.75
161|3|9
161|3|12
161|3|10
161|3|11
161|3|7.5
161|3|5.5
161|7|4.5
161|7|6
161|7|5.5
161|7|7
161|7|11.5
161|7|6
161|7|6.5
161|7|6
161|9|17
161|9|13.7
161|9|13.7
161|9|15.5
161|9|13
161|5|16.5
161|5|13.25
161|5|15.5
161|5|11.75
161|5|13.5
161|5|11.5
161|5|12.75
161|5|10
161|5|12
161|5|12
161|10|19.1
161|10|18.2
161|10|17.1
161|10|16.9
161|10|14.2
161|10|20
161|10|12.9
161|10|20
161|10|13.2
161|10|13.3
161|6|17.75
161|6|14
161|6|12.25
161|6|12.5
161|6|12.5
161|6|17.5
161|6|12.25
161|6|11
161|6|7.25
161|6|17
161|1|10
161|1|6.75
161|1|10
161|1|6
161|1|10.75
161|2|6
161|2|5.5
161|2|12.25
161|2|5.75
161|2|7.5
166|8|7
166|8|7.75
166|8|11
166|8|11
166|8|6.25
166|8|9.5
166|8|12
166|8|9
166|8|8.25
166|4|10
166|4|10
166|4|11.25
166|4|7
166|3|5.5
166|3|10
166|3|12
166|3|4.5
166|3|8
166|3|11.5
166|7|12.5
166|7|10
166|7|14.5
166|7|9.5
166|7|5.5
166|7|9
166|7|8.5
166|9|16.8
166|9|14.4
166|9|13.7
166|9|10.6
166|9|15.1
166|5|12.25
166|5|16.5
166|5|_
166|5|15.75
166|5|12
166|5|11
166|5|11.25
166|5|10.25
166|5|10
166|5|13.75
166|10|14.6
166|10|15.5
166|10|15.2
166|10|11.9
166|10|20
166|10|15.6
166|10|9.9
166|10|16.7
166|10|18.8
166|6|8.5
166|6|10
166|6|9.75
166|6|14
166|6|10.75
166|6|13.5
166|6|8
166|6|6
166|6|12.75
166|6|12
166|1|4.5
166|1|6
166|1|8.75
166|1|9.25
166|1|6.5
166|2|10
166|2|11.75
166|2|7.5
166|2|12.5
166|2|11.75
179|8|11.5
179|8|7.25
179|8|8
179|8|16.5
179|8|9.5
179|8|9.5
179|8|11.25
179|8|9.75
179|8|8.75
179|4|8
179|4|6.5
179|4|10.5
179|4|6
179|3|6.5
179|3|16
179|3|9
179|3|7.5
179|3|11
179|3|4.5
179|7|6.5
179|7|5
179|7|8.5
179|7|12.5
179|7|4.5
179|7|9
179|7|7
179|7|13
179|9|14
179|9|16.4
179|9|15
179|9|8.4
179|9|11.8
179|5|13.5
179|5|16.75
179|5|12
179|5|15.25
179|5|14
179|5|14
179|5|16
179|5|10
179|5|18.75
179|5|14.5
179|10|17.2
179|10|16.2
179|10|14.9
179|10|20
179|10|15.9
179|10|19.4
179|10|19.7
179|10|16.4
179|10|13.8
179|6|12.25
179|6|13.25
179|6|8.75
179|6|13.25
179|6|9.25
179|6|9.5
179|6|18.25
179|6|13
179|6|10
179|6|13.75
179|1|6.5
179|1|7
179|1|9
179|1|11.25
179|1|10.25
179|2|11.75
179|2|10
179|2|13
179|2|10.75
179|2|9.75
195|8|10
195|8|10.5
195|8|12.75
195|8|13.5
195|8|11.5
195|8|11.75
195|8|7
195|8|8.5
195|8|10
195|4|7.75
195|4|8
195|4|8.25
195|4|12.75
195|3|6.5
195|3|5
195|3|7
195|3|9.5
195|3|6.5
195|7|12
195|7|7
195|7|3.5
195|7|7
195|7|13
195|7|4.5
195|7|6.5
195|7|3
195|9|12.6
195|9|12
195|9|13.6
195|9|13.6
195|9|13.8
195|5|17
195|5|17.75
195|5|16
195|5|18.5
195|5|18.5
195|5|15
195|5|16
195|5|16.5
195|5|12.25
195|5|17.25
195|10|14
195|10|15
195|10|16.7
195|10|17.9
195|10|14.4
195|10|18.2
195|10|13.7
195|10|20
195|10|18.3
195|10|15.6
195|6|6.5
195|6|12
195|6|8
195|6|10.5
195|6|10.75
195|6|10.75
195|6|18.5
195|6|12.25
195|6|11.25
195|6|14.25
195|1|9
195|1|4.25
195|1|10.25
195|1|9.25
195|1|8.75
195|2|5
195|2|2.75
195|2|8.75
195|2|6.25
195|2|5.5
213|8|8.25
213|8|9.25
213|8|5.75
213|8|9.75
213|8|7.25
213|8|9
213|8|11.5
213|8|8.5
213|8|11
213|4|9
213|4|5
213|4|10
213|4|5.5
213|3|7.5
213|3|9.5
213|3|11.5
213|3|8
213|3|6
213|3|10.5
213|7|13
213|7|8
213|7|5
213|7|5
213|7|9
213|7|10
213|7|12
213|7|8
213|9|14.9
213|9|11.3
213|9|14.8
213|9|19
213|9|11.8
213|5|14.25
213|5|14.5
213|5|9.25
213|5|14
213|5|8
213|5|13
213|5|12.25
213|5|12.25
213|5|13.75
213|5|16
213|10|14.5
213|10|11.3
213|10|10.9
213|10|8.7
213|10|20
213|10|11.2
213|10|12.7
213|10|13.8
213|10|13.8
213|10|13.9
213|6|12.25
213|6|7.75
213|6|10.75
213|6|10
213|6|10.25
213|6|9
213|6|8
213|6|12
213|6|10
213|6|9
213|1|9.5
213|1|5.75
213|1|7.75
213|1|7.5
213|1|6.5
213|2|10.5
213|2|10.25
213|2|12.5
213|2|8
213|2|9.25
227|8|11.75
227|8|9.5
227|8|7
227|8|8
227|8|9
227|8|11.25
227|8|8.5
227|8|10.5
227|8|12.75
227|4|10.25
227|4|10.25
227|4|7.5
227|4|8.25
227|3|12
227|3|_
227|3|6
227|3|10.5
227|3|8.5
227|3|9.5
227|7|7
227|7|2.5
227|7|11
227|7|8.5
227|7|8
227|7|7.5
227|7|8
227|7|8
227|9|13.2
227|9|9.3
227|9|16
227|9|12.4
227|9|7.1
227|5|12.5
227|5|9.5
227|5|11.25
227|5|11.25
227|5|12.25
227|5|20
227|5|17
227|5|13.75
227|5|13.75
227|5|12.25
227|10|20
227|10|9.6
227|10|15.6
227|10|16
227|10|15
227|10|13.6
227|10|15.4
227|10|13.3
227|10|14.2
227|6|10.5
227|6|10.25
227|6|12.25
227|6|13
227|6|15.25
227|6|15
227|6|13.5
227|6|14.25
227|6|14.25
227|6|13
227|1|12.25
227|1|11.5
227|1|8.75
227|1|7.5
227|2|7.5
227|2|5.75
227|2|7.5
227|2|9.5
227|2|7.25
247|8|9.75
247|8|10
247|8|7.25
247|8|11
247|8|6.25
247|8|7.25
247|8|10.75
247|8|10.5
247|8|5.5
247|4|5.75
247|4|6.75
247|4|7
247|4|6.75
247|3|13.5
247|3|0.5
247|3|12
247|3|6.5
247|3|9.5
247|3|9.5
247|7|6.5
247|7|11
247|7|8.5
247|7|7
247|7|9
247|7|7
247|7|8.5
247|7|14.5
247|9|11.8
247|9|19.3
247|9|13
247|9|14.5
247|9|13
247|5|16
247|5|13.75
247|5|9.5
247|5|12.75
247|5|7.75
247|5|15.25
247|5|11.25
247|5|12
247|5|13.5
247|5|15.75
247|10|16.4
247|10|12.7
247|10|16.5
247|10|13
247|10|17.1
247|10|16.2
247|10|12.6
247|10|10.7
247|10|14.9
247|10|14.7
247|6|9.75
247|6|15.25
247|6|_
247|6|10.5
247|6|12.75
247|6|10.75
247|6|7.25
247|6|12.75
247|6|8.75
247|6|9.75
247|1|4.5
247|1|5.75
247|1|6.75
247|1|11
247|1|8
247|2|13.25
247|2|10.25
247|2|5.75
247|2|11
247|2|6.5
253|8|12.25
253|8|10.5
253|8|10.25
253|8|9.25
253|8|15.5
253|8|12
253|8|8.5
253|8|5.5
253|8|9.75
253|4|11.25
253|4|7.25
253|4|5
253|4|9.75
253|3|15
253|3|14
253|3|11.5
253|3|6
253|3|10
253|3|12
253|7|12
253|7|5.5
253|7|2.5
253|7|11
253|7|13
253|7|9
253|7|7.5
253|7|16.5
253|9|10.2
253|9|16.6
253|9|13.9
253|9|13.1
253|5|12.75
253|5|14.25
253|5|18
253|5|14.25
253|5|11.75
253|5|11
253|5|9.5
253|5|16.25
253|5|12.25
253|10|13.3
253|10|10.2
253|10|17.7
253|10|19.1
253|10|8.2
253|10|14.6
253|10|19.6
253|10|20
253|10|15.8
253|6|8.75
253|6|14.25
253|6|18.5
253|6|11
253|6|7.5
253|6|8
253|6|13.5
253|6|12.25
253|6|17.75
253|6|13.5
253|1|8.75
253|1|6.25
253|1|10
253|1|8.5
253|1|7.25
253|2|13.5
253|2|_
253|2|9.75
253|2|12.25
253|2|4.25
272|8|12.5
272|8|14.75
272|8|12
272|8|10.5
272|8|7.25
272|8|_
272|8|12
272|8|10
272|8|8.75
272|4|9
272|4|8
272|4|8.75
272|4|8
272|3|14
272|3|11.5
272|3|6
272|3|11.5
272|3|0.5
272|3|6
272|7|8
272|7|4.5
272|7|5.5
272|7|7
272|7|12
272|7|7.5
272|7|3
272|7|11.5
272|9|11.7
272|9|12.6
272|9|16
272|9|13
272|9|15.4
272|5|14
272|5|12.75
272|5|9.75
272|5|10.5
272|5|15.5
272|5|13.5
272|5|9.5
272|5|11.5
272|5|12.25
272|5|9
272|10|18.1
272|10|13.7
272|10|18.4
272|10|16.4
272|10|16
272|10|_
272|10|11.6
272|10|16.1
272|10|17
272|10|17.9
272|6|16.25
272|6|13.75
272|6|13.5
272|6|10.5
272|6|7.75
272|6|9.25
272|6|13.5
272|6|12.5
272|6|11.75
272|6|9
272|1|9.25
272|1|8.25
272|1|6
272|1|6.75
272|1|9
272|2|2.75
272|2|8.75
272|2|13
272|2|10
279|8|11.5
279|8|13.5
279|8|6.25
279|8|9.25
279|8|9
279|8|11
279|8|9
279|8|14
279|8|9.75
279|4|9.25
279|4|10.5
279|4|7.5
279|3|7.5
279|3|10.5
279|3|10
279|3|11
279|3|4.5
279|3|13.5
279|7|5.5
279|7|14
279|7|5.5
279|7|4.5
279|7|3
279|7|6
279|7|5.5
279|7|11
279|9|15.8
279|9|15.9
279|9|13.7
279|9|11.2
279|9|13.9
279|5|6.75
279|5|20
279|5|15
279|5|14.5
279|5|9
279|5|13
279|5|15.25
279|5|17
279|5|13.25
279|5|11.5
279|10|11
279|10|20
279|10|18.6
279|10|15.9
279|10|11.2
279|10|20
279|10|13.1
279|10|18.6
279|10|10.7
279|10|19.1
279|6|14.75
279|6|10
279|6|13.75
279|6|8.5
279|6|5
279|6|15.5
279|6|16
279|6|14
279|6|14.5
279|6|12.5
279|1|_
279|1|5.75
279|1|9
279|1|7.25
279|1|9.75
279|2|2.5
279|2|5.25
279|2|10.75
279|2|9.25
279|2|8.25
308|8|9
308|8|11.75
308|8|13.75
308|8|15.5
308|8|9.25
308|8|10
308|8|13
308|8|4.5
308|8|10
308|4|10
308|4|9.75
308|4|9.5
308|4|13.5
308|3|7
308|3|11.5
308|3|0
308|3|10
308|3|9
308|3|11
308|7|7
308|7|13
308|7|6
308|7|7.5
308|7|7.5
308|7|7.5
308|7|8
308|7|7
308|9|8.6
308|9|15.3
308|9|13.9
308|9|13.4
308|9|13
308|5|13.25
308|5|8.5
308|5|16.5
308|5|9.5
308|5|19
308|5|18
308|5|8.25
308|5|10.25
308|5|12.75
308|5|15
308|10|20
308|10|20
308|10|18.7
308|10|18.5
308|10|20
308|10|14
308|10|14
308|10|19.3
308|10|14.3
308|10|18.7
308|6|11.75
308|6|11.5
308|6|8
308|6|13.25
308|6|14
308|6|16.5
308|6|12
308|6|9.5
308|6|13.75
308|1|7.75
308|1|5.5
308|1|10.75
308|1|10
308|1|9.75
308|2|13.75
308|2|7
308|2|6.25
308|2|7.75
308|2|10
320|8|7
320|8|7.75
320|8|10
320|8|11.5
320|8|15.25
320|8|_
320|8|12.75
320|8|10.5
320|8|7.25
320|4|8.75
320|4|9.25
320|4|11
320|4|7
320|3|13
320|3|5.5
320|3|5
320|3|17.5
320|3|11
320|3|3
320|7|3
320|7|8
320|7|3.5
320|7|4
320|7|9.5
320|7|9.5
320|7|0
320|9|12.2
320|9|14
320|9|17
320|9|9.3
320|9|12.4
320|5|13.75
320|5|15.75
320|5|12.25
320|5|16
320|5|16.25
320|5|14
320|5|12.5
320|5|12.75
320|5|12
320|5|14
320|10|11.5
320|10|18.6
320|10|18.3
320|10|20
320|10|13.9
320|10|13.6
320|10|18
320|10|14.1
320|10|18
320|10|13.7
320|6|15.5
320|6|13.25
320|6|_
320|6|13.5
320|6|12.75
320|6|10.5
320|6|15.25
320|6|9
320|6|12
320|6|9.75
320|1|9.75
320|1|5
320|1|8.25
320|1|10.75
320|2|11.5
320|2|9.25
320|2|4
320|2|9.5
320|2|10.75
329|8|8.75
329|8|11.75
329|8|12.5
329|8|13
329|8|7.25
329|8|3.75
329|8|8.5
329|8|9.5
329|8|10
329|4|10
329|4|12
329|4|8.5
329|4|8.5
329|3|9.5
329|3|6.5
329|3|8
329|3|12
329|3|9
329|7|10.5
329|7|7
329|7|7
329|7|5
329|7|13.5
329|7|9.5
329|7|7.5
329|7|8.5
329|9|16.8
329|9|9.8
329|9|14.4
329|9|15.8
329|9|12.7
329|5|17.75
329|5|14.25
329|5|11.25
329|5|14.75
329|5|20
329|5|12
329|5|12
329|5|14.5
329|5|15
329|5|20
329|10|12.1
329|10|15.1
329|10|19.7
329|10|15.3
329|10|14.6
329|10|15.5
329|10|12.1
329|10|15.8
329|10|16.1
329|10|17.3
329|6|12
329|6|9.25
329|6|9.25
329|6|11.75
329|6|11.5
329|6|16
329|6|10
329|6|11.75
329|6|12.5
329|6|12.5
329|1|9.25
329|1|6.75
329|1|7.25
329|1|7.25
329|1|8.25
329|2|13
329|2|6.25
329|2|5
329|2|15.75
329|2|9.5
355|8|11.5
355|8|8.25
355|8|9
355|8|11.25
355|8|9.5
355|8|6
355|8|12
355|8|7.5
355|8|8.25
355|4|9
355|4|10.75
355|4|6.75
355|4|10.25
355|3|10.5
355|3|6
355|3|5.5
355|3|_
355|3|11
355|3|7
355|7|8
355|7|10.5
355|7|7
355|7|10.5
355|7|5.5
355|7|6
355|7|7.5
355|7|8
355|9|11.6
355|9|14.8
355|9|14.3
355|9|15.2
355|9|13.1
355|5|13.75
355|5|9.75
355|5|9.25
355|5|15.75
355|5|13.25
355|5|17.25
355|5|17.25
355|5|12.75
355|5|15.25
355|5|12.5
355|10|14.4
355|10|10.8
355|10|18.9
355|10|16.9
355|10|16.6
355|10|13.7
355|10|16
355|10|13.3
355|10|17.6
355|6|13.5
355|6|9.75
355|6|16.5
355|6|12.25
355|6|6.75
355|6|11.5
355|6|8
355|6|7.75
355|6|13
355|6|11
355|1|6.5
355|1|8.5
355|1|8.25
355|1|8.25
355|1|7.25
355|2|10.25
355|2|7
355|2|8
355|2|5.5
355|2|6.5
399|8|9.25
399|8|7.75
399|8|7.75
399|8|6.5
399|8|8.75
399|8|3.75
399|8|8.75
399|4|5
399|4|9.75
399|4|6
399|4|8.75
399|3|10.5
399|3|9
399|3|3.5
399|3|5.5
399|3|5
399|3|12
399|7|8
399|7|11.5
399|7|2
399|7|8.5
399|7|9
399|7|9
399|7|7
399|7|11.5
399|9|16.6
399|9|8.9
399|9|15
399|9|14.4
399|9|13.6
399|5|8
399|5|12.5
399|5|14.5
399|5|12.75
399|5|11.75
399|5|14
399|5|15.75
399|5|18
399|5|11.75
399|5|17.5
399|10|_
399|10|7.9
399|10|16.4
399|10|18.1
399|10|20
399|10|8.2
399|10|12
399|10|11.1
399|10|15.5
399|10|11.8
399|6|9.5
399|6|6.75
399|6|12
399|6|16.5
399|6|10.5
399|6|9.25
399|6|13.25
399|6|17.75
399|6|9
399|6|12
399|1|5.25
399|1|5.25
399|1|7.75
399|1|5
399|1|9.25
399|2|1
399|2|0
399|2|10.25
399|2|8.75
399|2|9.25
419|8|9
419|8|11.25
419|8|12
419|8|9.75
419|8|10.25
419|8|8.25
419|8|9.75
419|8|8.5
419|8|7.5
419|4|8.75
419|4|8
419|4|9.25
419|4|9.5
419|3|9.5
419|3|9
419|3|10
419|3|7
419|3|4.5
419|3|3.5
419|7|8
419|7|10
419|7|8
419|7|11
419|7|6
419|7|12
419|7|6.5
419|7|8
419|9|_
419|9|17.4
419|9|12.4
419|9|15.3
419|9|8.8
419|5|12.5
419|5|17
419|5|13
419|5|13.25
419|5|14.25
419|5|11.75
419|5|10.5
419|5|10.75
419|5|16.25
419|10|18.6
419|10|14.6
419|10|10.2
419|10|10.6
419|10|15.4
419|10|17.7
419|10|12.7
419|10|20
419|10|10.7
419|10|13.4
419|6|17
419|6|7
419|6|10
419|6|13
419|6|16.75
419|6|8
419|6|11
419|6|14
419|6|7
419|6|11.75
419|1|5.25
419|1|9
419|1|5.75
419|1|7.25
419|2|5.75
419|2|9.5
419|2|8.75
419|2|10
419|2|3.25
427|8|11.5
427|8|9.5
427|8|6
427|8|11.5
427|8|10
427|8|8.75
427|8|10
427|8|8.25
427|8|9.5
427|4|8.5
427|4|9.5
427|4|11
427|4|7.25
427|3|8.5
427|3|14
427|3|7.5
427|3|6
427|3|13
427|3|12
427|7|12.5
427|7|8.5
427|7|9
427|7|10
427|7|7.5
427|7|5.5
427|7|9
427|7|7.5
427|9|14.1
427|9|9.2
427|9|14.5
427|9|7.2
427|9|17.1
427|5|12.25
427|5|9.5
427|5|14.75
427|5|13.5
427|5|8.5
427|5|12.25
427|5|12.75
427|5|13.5
427|5|15.75
427|5|12
427|10|10.9
427|10|16
427|10|14
427|10|9.3
427|10|18
427|10|14.9
427|10|14.2
427|10|15.3
427|10|14.3
427|10|17.1
427|6|10.75
427|6|13.25
427|6|5.75
427|6|7.75
427|6|12.25
427|6|15.5
427|6|15.25
427|6|9.75
427|6|11.5
427|6|9
427|1|6.75
427|1|7.25
427|1|9.5
427|1|7.5
427|1|7
427|2|10.5
427|2|9.25
427|2|7
427|2|5.5
427|2|11.75
461|8|12
461|8|10
461|8|10
461|8|8.5
461|8|10.75
461|8|8.75
461|8|8.75
461|4|8.75
461|4|9.75
461|4|7.25
461|4|8.25
461|3|4
461|3|14
461|3|15
461|3|13.5
461|3|13
461|3|7.5
461|7|13
461|7|8.5
461|7|9.5
461|7|9
461|7|6
461|7|8
461|7|9
461|7|8
461|9|_
461|9|13.5
461|9|15.4
461|9|11.4
461|9|10.9
461|5|12.75
461|5|13.75
461|5|13.25
461|5|12.5
461|5|17.75
461|5|15
461|5|14
461|5|11.75
461|5|14.25
461|5|11.5
461|10|13.3
461|10|13.4
461|10|12.5
461|10|14.5
461|10|14.8
461|10|13.6
461|10|13.6
461|10|16.3
461|6|8
461|6|17.25
461|6|8.25
461|6|6.75
461|6|11.75
461|6|8.75
461|6|12.75
461|6|12.5
461|6|10.25
461|6|8.75
461|1|8
461|1|7.75
461|1|8
461|1|8.75
461|1|7.75
461|2|13.5
461|2|11
461|2|9
461|2|7.25
461|2|5.75
479|8|9.75
479|8|10.5
479|8|8
479|8|10
479|8|9.75
479|8|9.75
479|8|10.5
479|8|9.5
479|8|8.5
479|4|8.25
479|4|9.25
479|4|9.75
479|4|8
479|3|4
479|3|11.5
479|3|14
479|3|2.5
479|3|11
479|3|8.5
479|7|6
479|7|8
479|7|10.5
479|7|17
479|7|14
479|7|9.5
479|7|8
479|7|11
479|9|15.2
479|9|18
479|9|16.5
479|9|13.6
479|9|18.2
479|5|16.5
479|5|14
479|5|16.75
479|5|15
479|5|16
479|5|14.25
479|5|14.25
479|5|13.5
479|5|13.5
479|5|16.75
479|10|14.9
479|10|20
479|10|16.6
479|10|13.9
479|10|5.7
479|10|15.4
479|10|12.3
479|10|10
479|10|16.1
479|10|16.5
479|6|9.5
479|6|9.5
479|6|10.75
479|6|12
479|6|9.5
479|6|11.75
479|6|12
479|6|9
479|6|9.25
479|6|4
479|1|6.25
479|1|9.25
479|1|6.75
479|2|11
479|2|8
479|2|14.5
479|2|8.75
479|2|11.75
504|8|10
504|8|11.5
504|8|9.25
504|8|9.25
504|8|10.25
504|8|9
504|8|2.25
504|8|9.25
504|8|11.75
504|4|13.25
504|4|9.25
504|4|7.25
504|4|5.5
504|3|9
504|3|11.5
504|3|11.5
504|3|9.5
504|3|4.5
504|3|9
504|7|6
504|7|10
504|7|11
504|7|9
504|7|12
504|7|11
504|7|12
504|7|12
504|9|14.8
504|9|15.9
504|9|11.8
504|9|17.6
504|9|14.4
504|5|17.75
504|5|17.75
504|5|10.75
504|5|12.5
504|5|16.5
504|5|11.25
504|5|11.5
504|5|13.25
504|5|16.75
504|5|12
504|10|14.1
504|10|15.9
504|10|15.4
504|10|14.6
504|10|13.3
504|10|11.8
504|10|13.7
504|10|17.3
504|10|13.4
504|10|20
504|6|10.5
504|6|13.5
504|6|12
504|6|7.25
504|6|10.75
504|6|13.25
